num_of_prev_attempts,studied_credits,module_presentation_length,sum_click_dataplus,sum_click_dualpane,sum_click_externalquiz,sum_click_forumng,sum_click_glossary,sum_click_homepage,sum_click_htmlactivity,sum_click_oucollaborate,sum_click_oucontent,sum_click_ouelluminate,sum_click_ouwiki,sum_click_page,sum_click_questionnaire,sum_click_quiz,sum_click_repeatactivity,sum_click_resource,sum_click_sharedsubpage,sum_click_subpage,sum_click_url,sum_days_vle_accessed,max_clicks_one_day,first_date_vle_accessed,avg_score,avg_days_sub_early,days_early_first_assessment,score_first_assessment,code_module_BBB,code_module_CCC,code_module_DDD,code_module_EEE,code_module_FFF,code_module_GGG,code_module_nan,code_presentation_2013J,code_presentation_2014B,code_presentation_2014J,code_presentation_nan,gender_M,gender_nan,region_East Midlands Region,region_Ireland,region_London Region,region_North Region,region_North Western Region,region_Scotland,region_South East Region,region_South Region,region_South West Region,region_Wales,region_West Midlands Region,region_Yorkshire Region,region_nan,highest_education_HE Qualification,highest_education_Lower Than A Level,highest_education_No Formal quals,highest_education_Post Graduate Qualification,highest_education_nan,imd_band_10-20,imd_band_20-30%,imd_band_30-40%,imd_band_40-50%,imd_band_50-60%,imd_band_60-70%,imd_band_70-80%,imd_band_80-90%,imd_band_90-100%,imd_band_nan,age_band_35-55,age_band_55<=,age_band_nan,disability_Y,disability_nan
0,60,241,0.0,0.0,0.0,281.0,0.0,190.0,0.0,4.0,95.0,0.0,5.0,17.0,0.0,31.0,0.0,45.0,0.0,122.0,25.0,332.0,27.0,-18.0,69.0,0.0,1.0,78.0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,90,241,0.0,0.0,0.0,433.0,0.0,199.0,0.0,1.0,19.0,0.0,0.0,0.0,0.0,533.0,0.0,45.0,0.0,106.0,6.0,399.0,57.0,-18.0,34.0,-1.0,0.0,30.0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0,60,240,0.0,0.0,0.0,83.0,0.0,54.0,0.0,0.0,143.0,0.0,3.0,4.0,0.0,31.0,0.0,5.0,0.0,54.0,12.0,98.0,61.0,-18.0,89.0,-6.0,2.0,100.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1,180,234,0.0,0.0,0.0,46.0,1.0,70.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,17.0,0.0,16.0,0.0,42.0,14.0,84.0,16.0,-9.0,83.0,-0.6666666666666666,0.0,61.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,60,262,0.0,0.0,0.0,8.0,8.0,34.0,0.0,3.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,17.0,4.0,63.0,9.0,-24.0,51.666666666666664,-1.3333333333333333,0.0,75.0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,60,241,0.0,0.0,3.0,157.0,0.0,125.0,0.0,12.0,52.0,0.0,21.0,0.0,0.0,0.0,0.0,17.0,0.0,37.0,3.0,171.0,14.0,-6.0,82.0,3.0,6.0,89.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,180,241,0.0,0.0,0.0,28.0,0.0,23.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,9.0,3.0,34.0,13.0,11.0,,,,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,120,262,0.0,0.0,0.0,148.0,0.0,122.0,0.0,6.0,144.0,0.0,0.0,0.0,0.0,73.0,0.0,13.0,0.0,28.0,2.0,170.0,32.0,-9.0,92.0,1.5,3.0,100.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
0,60,269,0.0,0.0,0.0,178.0,0.0,130.0,2.0,0.0,43.0,0.0,0.0,2.0,0.0,154.0,0.0,24.0,0.0,57.0,0.0,167.0,141.0,-8.0,86.0,2.0,2.0,80.0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,60,262,0.0,0.0,2.0,104.0,30.0,63.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,49.0,4.0,116.0,20.0,-15.0,66.0,-1.3333333333333333,1.0,65.0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,120,262,0.0,0.0,0.0,17.0,3.0,133.0,0.0,14.0,94.0,0.0,0.0,0.0,0.0,31.0,0.0,20.0,0.0,32.0,0.0,135.0,27.0,-9.0,82.5,9.5,16.0,100.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,30,261,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,9.0,0.0,32.0,9.0,-9.0,89.0,0.0,0.0,89.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2,60,268,0.0,0.0,0.0,2605.0,1.0,301.0,0.0,8.0,17.0,0.0,0.0,0.0,0.0,21.0,0.0,12.0,0.0,35.0,14.0,415.0,58.0,-10.0,82.66666666666667,-1.6666666666666667,3.0,72.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,30,241,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,29.0,0.0,53.0,9.0,-4.0,,,,,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1,60,241,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,12.0,2.0,,,,,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,120,269,0.0,0.0,0.0,163.0,0.0,112.0,10.0,1.0,92.0,0.0,3.0,1.0,0.0,46.0,0.0,9.0,0.0,91.0,7.0,275.0,26.0,-18.0,71.0,0.5,1.0,76.0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,120,269,0.0,0.0,0.0,0.0,0.0,89.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,112.0,0.0,17.0,0.0,32.0,3.0,104.0,24.0,-18.0,66.66666666666667,-1.6666666666666667,0.0,67.0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,90,268,0.0,0.0,0.0,4.0,0.0,18.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,23.0,4.0,49.0,5.0,-7.0,84.0,-4.0,-4.0,84.0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
0,60,269,0.0,0.0,0.0,69.0,0.0,56.0,0.0,0.0,271.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,8.0,0.0,85.0,32.0,-13.0,47.5,0.0,0.0,45.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0,90,261,0.0,0.0,4.0,146.0,0.0,127.0,0.0,4.0,108.0,0.0,47.0,0.0,0.0,0.0,0.0,22.0,0.0,87.0,9.0,178.0,32.0,-3.0,53.5,0.0,0.0,49.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,60,262,0.0,0.0,0.0,323.0,0.0,98.0,0.0,6.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,46.0,9.0,137.0,29.0,-4.0,91.66666666666667,0.6666666666666666,1.0,90.0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0,60,241,0.0,0.0,0.0,74.0,0.0,141.0,0.0,4.0,119.0,0.0,0.0,0.0,0.0,420.0,0.0,20.0,0.0,71.0,6.0,197.0,96.0,-3.0,60.0,-2.0,-2.0,60.0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1,180,241,0.0,0.0,0.0,72.0,0.0,88.0,0.0,0.0,56.0,0.0,6.0,0.0,0.0,0.0,0.0,9.0,0.0,55.0,2.0,114.0,18.0,-18.0,67.0,-7.0,-7.0,67.0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0,60,268,0.0,0.0,0.0,150.0,0.0,54.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,5.0,0.0,91.0,18.0,2.0,86.33333333333333,1.6666666666666667,4.0,87.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,120,269,0.0,0.0,0.0,153.0,0.0,95.0,7.0,0.0,80.0,0.0,3.0,2.0,0.0,153.0,0.0,12.0,0.0,96.0,6.0,193.0,48.0,-5.0,67.0,4.5,7.0,76.0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,30,269,0.0,0.0,0.0,5.0,0.0,122.0,0.0,0.0,227.0,0.0,0.0,0.0,0.0,315.0,0.0,91.0,0.0,98.0,7.0,334.0,53.0,-15.0,54.0,-2.5,-2.0,67.0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
0,60,240,0.0,0.0,0.0,71.0,0.0,67.0,0.0,0.0,139.0,1.0,2.0,6.0,0.0,23.0,0.0,11.0,0.0,70.0,9.0,133.0,20.0,-15.0,64.0,0.0,0.0,64.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,120,241,0.0,0.0,0.0,116.0,0.0,135.0,0.0,1.0,65.0,0.0,4.0,2.0,0.0,172.0,0.0,5.0,0.0,38.0,2.0,144.0,136.0,-18.0,,,,,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,120,268,0.0,9.0,0.0,312.0,0.0,217.0,0.0,0.0,930.0,0.0,87.0,5.0,14.0,297.0,0.0,8.0,0.0,247.0,10.0,435.0,82.0,-16.0,71.0,0.5,1.0,78.0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0,30,269,0.0,0.0,0.0,484.0,0.0,304.0,0.0,0.0,134.0,0.0,0.0,0.0,0.0,895.0,0.0,40.0,0.0,77.0,11.0,390.0,64.0,-18.0,89.33333333333333,-1.0,2.0,78.0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,60,240,0.0,0.0,0.0,575.0,5.0,154.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,18.0,0.0,7.0,0.0,13.0,7.0,184.0,35.0,-3.0,83.0,-2.0,0.0,74.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,60,241,0.0,0.0,0.0,30.0,0.0,80.0,0.0,7.0,309.0,0.0,22.0,10.0,9.0,55.0,0.0,36.0,0.0,83.0,14.0,236.0,41.0,-8.0,91.0,1.0,2.0,98.0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,120,268,0.0,3.0,0.0,375.0,0.0,310.0,0.0,1.0,442.0,0.0,21.0,6.0,12.0,232.0,0.0,22.0,0.0,130.0,23.0,449.0,81.0,-18.0,84.0,2.0,3.0,94.0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,30,268,0.0,7.0,0.0,108.0,0.0,59.0,0.0,2.0,225.0,0.0,0.0,0.0,0.0,84.0,0.0,2.0,0.0,11.0,3.0,112.0,74.0,1.0,82.0,1.0,1.0,82.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,60,262,0.0,0.0,11.0,278.0,14.0,191.0,0.0,3.0,120.0,0.0,5.0,0.0,0.0,0.0,0.0,36.0,0.0,68.0,13.0,268.0,48.0,-24.0,86.0,0.6666666666666666,4.0,90.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1,120,240,0.0,0.0,0.0,271.0,1.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,13.0,0.0,25.0,5.0,135.0,22.0,-6.0,78.33333333333333,-1.6666666666666667,1.0,75.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,90,268,0.0,11.0,0.0,1225.0,0.0,351.0,0.0,0.0,711.0,0.0,0.0,0.0,0.0,141.0,0.0,9.0,0.0,95.0,90.0,491.0,56.0,-11.0,90.0,5.0,5.0,90.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,120,261,0.0,0.0,5.0,335.0,0.0,203.0,0.0,5.0,96.0,0.0,58.0,0.0,0.0,0.0,0.0,14.0,0.0,54.0,6.0,231.0,33.0,-16.0,65.0,0.0,0.0,65.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,120,234,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,60,240,0.0,0.0,0.0,627.0,0.0,148.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,19.0,0.0,23.0,0.0,50.0,27.0,163.0,85.0,-9.0,76.0,-6.5,-6.0,72.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0,90,269,0.0,0.0,0.0,199.0,0.0,123.0,3.0,9.0,195.0,0.0,5.0,1.0,9.0,160.0,0.0,39.0,0.0,86.0,2.0,293.0,49.0,-12.0,70.0,1.0,1.0,76.0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0,30,261,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,17.0,90.0,8.0,8.0,90.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,120,269,0.0,0.0,0.0,85.0,0.0,85.0,0.0,0.0,158.0,0.0,0.0,0.0,0.0,266.0,0.0,15.0,0.0,14.0,11.0,103.0,65.0,3.0,78.0,-2.5,-2.0,89.0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0,60,240,0.0,0.0,0.0,71.0,0.0,34.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,15.0,0.0,6.0,0.0,7.0,6.0,57.0,7.0,-7.0,90.0,0.6666666666666666,4.0,90.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,120,262,0.0,0.0,2.0,36.0,26.0,88.0,0.0,0.0,102.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,87.0,7.0,185.0,20.0,-25.0,83.33333333333333,9.333333333333334,12.0,65.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2,180,268,0.0,0.0,0.0,4.0,0.0,30.0,0.0,0.0,101.0,0.0,1.0,5.0,0.0,69.0,0.0,6.0,0.0,47.0,1.0,70.0,66.0,-18.0,34.0,0.5,1.0,44.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,150,262,0.0,0.0,3.0,5.0,9.0,114.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,64.0,3.0,142.0,18.0,-20.0,76.66666666666667,0.6666666666666666,1.0,75.0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,60,268,0.0,5.0,0.0,11.0,0.0,85.0,0.0,0.0,253.0,0.0,0.0,0.0,0.0,85.0,0.0,1.0,0.0,6.0,28.0,130.0,59.0,0.0,97.0,2.0,2.0,97.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,90,241,0.0,0.0,0.0,76.0,0.0,282.0,0.0,0.0,900.0,0.0,77.0,2.0,9.0,186.0,0.0,11.0,0.0,141.0,35.0,306.0,40.0,5.0,77.0,2.0,3.0,78.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0,30,269,0.0,0.0,0.0,122.0,0.0,73.0,0.0,3.0,38.0,0.0,0.0,0.0,0.0,212.0,0.0,24.0,0.0,30.0,5.0,147.0,64.0,-11.0,45.5,-1.0,1.0,33.0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,30,261,0.0,0.0,0.0,49.0,0.0,68.0,0.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,30.0,0.0,68.0,19.0,2.0,80.0,3.0,3.0,80.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3,60,269,0.0,0.0,0.0,41.0,0.0,28.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,29.0,1.0,59.0,20.0,-18.0,78.0,1.0,2.0,72.0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0,60,269,0.0,0.0,0.0,66.0,0.0,71.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,100.0,0.0,31.0,0.0,41.0,6.0,146.0,26.0,-18.0,85.66666666666667,-1.6666666666666667,0.0,78.0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0,90,269,0.0,0.0,0.0,239.0,0.0,332.0,4.0,4.0,802.0,0.0,28.0,3.0,10.0,224.0,0.0,15.0,0.0,241.0,9.0,451.0,38.0,-18.0,79.0,1.0,1.0,72.0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,150,269,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,241.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,29.0,1.0,65.0,36.0,-18.0,84.0,2.0,2.0,84.0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,30,261,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,4.0,0.0,40.0,8.0,3.0,55.0,-1.0,-1.0,55.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0,60,241,0.0,1.0,0.0,69.0,0.0,87.0,0.0,5.0,62.0,0.0,0.0,3.0,0.0,13.0,0.0,14.0,0.0,97.0,7.0,129.0,24.0,-17.0,51.0,-0.5,0.0,38.0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,30,269,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,0.0,6.0,0.0,17.0,2.0,58.0,21.0,-18.0,86.0,-2.5,-2.0,78.0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0,120,234,0.0,0.0,0.0,24.0,0.0,103.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,43.0,0.0,64.0,10.0,136.0,15.0,-5.0,93.66666666666667,0.0,1.0,90.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,120,234,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,60,269,0.0,0.0,0.0,14.0,0.0,81.0,0.0,0.0,219.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,91.0,21.0,125.0,26.0,-24.0,57.5,3.5,4.0,53.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,30,241,0.0,0.0,0.0,2.0,2.0,36.0,0.0,0.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,0.0,42.0,0.0,68.0,18.0,8.0,,,,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0,60,269,0.0,0.0,0.0,85.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.0,0.0,43.0,0.0,36.0,4.0,119.0,52.0,-13.0,64.5,-1.0,0.0,48.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,60,262,0.0,0.0,2.0,29.0,1.0,153.0,0.0,4.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,82.0,7.0,160.0,26.0,-25.0,91.66666666666667,6.0,21.0,85.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1,60,268,0.0,0.0,0.0,7.0,0.0,12.0,0.0,1.0,71.0,0.0,0.0,8.0,0.0,0.0,0.0,4.0,0.0,26.0,3.0,54.0,32.0,-5.0,58.0,0.0,0.0,58.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,90,241,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,81.0,0.0,0.0,0.0,0.0,198.0,0.0,0.0,0.0,20.0,0.0,23.0,181.0,8.0,46.0,-34.0,-20.0,66.0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
