num_of_prev_attempts,studied_credits,module_presentation_length,sum_click_dataplus,sum_click_dualpane,sum_click_externalquiz,sum_click_folder,sum_click_forumng,sum_click_glossary,sum_click_homepage,sum_click_htmlactivity,sum_click_oucollaborate,sum_click_oucontent,sum_click_ouelluminate,sum_click_ouwiki,sum_click_page,sum_click_questionnaire,sum_click_quiz,sum_click_repeatactivity,sum_click_resource,sum_click_sharedsubpage,sum_click_subpage,sum_click_url,sum_days_vle_accessed,max_clicks_one_day,first_date_vle_accessed,avg_score,avg_days_sub_early,days_early_first_assessment,score_first_assessment,code_module_BBB,code_module_CCC,code_module_DDD,code_module_EEE,code_module_FFF,code_module_GGG,code_module_nan,code_presentation_2013J,code_presentation_2014B,code_presentation_2014J,code_presentation_nan,gender_M,gender_nan,region_East Midlands Region,region_Ireland,region_London Region,region_North Region,region_North Western Region,region_Scotland,region_South East Region,region_South Region,region_South West Region,region_Wales,region_West Midlands Region,region_Yorkshire Region,region_nan,highest_education_HE Qualification,highest_education_Lower Than A Level,highest_education_No Formal quals,highest_education_Post Graduate Qualification,highest_education_nan,imd_band_10-20,imd_band_20-30%,imd_band_30-40%,imd_band_40-50%,imd_band_50-60%,imd_band_60-70%,imd_band_70-80%,imd_band_80-90%,imd_band_90-100%,imd_band_nan,age_band_35-55,age_band_55<=,age_band_nan,disability_Y,disability_nan
0,120,268,0.0,0.0,0.0,0.0,68.0,1.0,225.0,0.0,2.0,9.0,0.0,0.0,0.0,0.0,96.0,0.0,39.0,0.0,50.0,52.0,255.0,17.0,-10.0,91.44444444444444,-0.3333333333333333,3.0,84.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,60,269,0.0,0.0,0.0,0.0,4.0,2.0,69.0,0.0,0.0,93.0,0.0,0.0,0.0,0.0,23.0,0.0,33.0,0.0,17.0,0.0,67.0,42.0,-1.0,75.0,1.0,1.0,75.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0,60,234,0.0,0.0,0.0,0.0,1040.0,0.0,454.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,97.0,0.0,48.0,0.0,65.0,51.0,506.0,22.0,-4.0,83.22222222222223,-0.6666666666666666,3.0,73.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0,60,241,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2,60,268,0.0,0.0,0.0,0.0,99.0,0.0,59.0,0.0,1.0,228.0,0.0,10.0,5.0,0.0,3.0,0.0,7.0,0.0,39.0,2.0,95.0,70.0,0.0,61.0,-9.0,2.0,70.0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,60,269,0.0,0.0,0.0,0.0,55.0,0.0,176.0,0.0,0.0,569.0,0.0,141.0,0.0,0.0,141.0,0.0,2.0,0.0,1.0,20.0,256.0,81.0,-6.0,61.75,0.25,1.0,56.0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,60,241,0.0,0.0,0.0,4.0,390.0,0.0,217.0,0.0,18.0,884.0,0.0,57.0,22.0,4.0,667.0,0.0,198.0,0.0,273.0,28.0,764.0,93.0,-13.0,83.8,2.2,6.0,100.0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,60,262,0.0,0.0,0.0,0.0,58.0,0.0,52.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,3.0,0.0,11.0,0.0,9.0,0.0,84.0,11.0,-5.0,75.5,-1.75,2.0,100.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,30,261,0.0,0.0,0.0,0.0,205.0,15.0,139.0,0.0,0.0,381.0,0.0,0.0,0.0,0.0,35.0,0.0,25.0,0.0,21.0,0.0,201.0,49.0,-5.0,65.0,6.333333333333333,9.0,65.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
0,120,240,0.0,0.0,0.0,0.0,108.0,0.0,498.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,59.0,0.0,43.0,0.0,150.0,70.0,306.0,45.0,-8.0,91.22222222222223,-0.4444444444444444,5.0,83.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,60,241,0.0,0.0,0.0,0.0,191.0,6.0,260.0,0.0,0.0,211.0,0.0,0.0,0.0,0.0,113.0,0.0,20.0,0.0,65.0,0.0,267.0,33.0,-5.0,75.66666666666667,4.666666666666667,9.0,86.0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0,30,269,0.0,0.0,0.0,0.0,23.0,0.0,27.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,2.0,0.0,9.0,0.0,6.0,0.0,29.0,41.0,-10.0,65.0,-3.0,1.0,55.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,120,241,13.0,0.0,0.0,0.0,41.0,0.0,125.0,0.0,0.0,1420.0,0.0,12.0,7.0,0.0,503.0,0.0,16.0,0.0,97.0,17.0,344.0,103.0,-5.0,74.0,4.0,7.0,68.0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,60,262,0.0,0.0,0.0,0.0,63.0,1.0,226.0,0.0,1.0,990.0,0.0,0.0,0.0,13.0,169.0,0.0,74.0,0.0,29.0,3.0,365.0,152.0,-8.0,64.0,3.75,4.0,1.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,60,262,0.0,0.0,0.0,0.0,226.0,0.0,260.0,0.0,8.0,1487.0,0.0,0.0,0.0,13.0,155.0,0.0,23.0,0.0,43.0,0.0,383.0,137.0,-9.0,86.0,6.5,10.0,100.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,30,261,0.0,0.0,0.0,0.0,2.0,0.0,36.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,57.0,0.0,3.0,0.0,1.0,0.0,51.0,11.0,0.0,51.5,16.0,16.0,45.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,60,241,0.0,2.0,0.0,0.0,147.0,0.0,320.0,0.0,11.0,1012.0,0.0,516.0,0.0,0.0,111.0,0.0,131.0,0.0,40.0,82.0,478.0,103.0,-18.0,90.5,1.25,4.0,98.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,120,262,0.0,0.0,0.0,0.0,0.0,0.0,99.0,0.0,1.0,334.0,0.0,0.0,0.0,0.0,149.0,0.0,11.0,0.0,21.0,1.0,161.0,62.0,-7.0,59.0,6.5,17.0,1.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,120,240,13.0,10.0,0.0,0.0,402.0,0.0,460.0,0.0,0.0,2147.0,18.0,9.0,13.0,3.0,856.0,0.0,47.0,0.0,299.0,29.0,883.0,161.0,-18.0,94.6,0.2,3.0,98.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,30,261,0.0,0.0,0.0,0.0,32.0,0.0,81.0,0.0,0.0,173.0,0.0,0.0,0.0,0.0,79.0,0.0,8.0,0.0,3.0,0.0,120.0,24.0,-10.0,83.33333333333333,12.0,15.0,90.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,60,268,0.0,0.0,0.0,0.0,64.0,1.0,325.0,0.0,0.0,853.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,77.0,55.0,323.0,52.0,-9.0,75.5,2.25,3.0,80.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0,60,240,0.0,0.0,0.0,0.0,126.0,0.0,58.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,37.0,0.0,4.0,0.0,5.0,4.0,113.0,10.0,-6.0,69.16666666666667,-1.8333333333333333,1.0,62.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,30,241,0.0,0.0,0.0,0.0,97.0,0.0,134.0,0.0,0.0,212.0,0.0,0.0,0.0,0.0,41.0,0.0,18.0,0.0,7.0,0.0,150.0,23.0,0.0,76.66666666666667,2.0,4.0,65.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0,120,240,0.0,0.0,0.0,0.0,734.0,0.0,514.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,204.0,0.0,238.0,0.0,427.0,44.0,684.0,41.0,-9.0,43.666666666666664,-6.0,1.0,47.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,30,241,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,16.0,0.0,5.0,0.0,5.0,0.0,29.0,25.0,-5.0,53.0,-5.333333333333333,0.0,55.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,60,261,0.0,0.0,2.0,0.0,36.0,0.0,134.0,0.0,0.0,76.0,0.0,23.0,0.0,0.0,0.0,0.0,42.0,0.0,78.0,11.0,219.0,11.0,-17.0,53.6,-2.2,0.0,74.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,60,269,3.0,0.0,0.0,0.0,231.0,0.0,318.0,0.0,0.0,1343.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,72.0,2.0,540.0,29.0,-11.0,72.0,0.75,2.0,63.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,90,261,0.0,0.0,1.0,0.0,2.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,3.0,-18.0,65.2,91.8,166.0,53.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,60,268,0.0,7.0,0.0,0.0,376.0,0.0,281.0,0.0,7.0,381.0,0.0,83.0,6.0,4.0,237.0,0.0,60.0,0.0,167.0,17.0,418.0,62.0,-15.0,90.0,3.5,5.0,90.0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0,150,268,0.0,5.0,0.0,0.0,127.0,0.0,268.0,0.0,0.0,344.0,0.0,218.0,0.0,0.0,145.0,0.0,7.0,0.0,12.0,46.0,341.0,66.0,-11.0,82.5,1.0,2.0,85.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0,60,262,0.0,0.0,0.0,0.0,328.0,24.0,253.0,0.0,12.0,558.0,0.0,0.0,0.0,0.0,204.0,0.0,241.0,0.0,118.0,4.0,555.0,59.0,-6.0,79.75,0.0,0.0,100.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0,60,261,0.0,0.0,18.0,0.0,443.0,1.0,322.0,0.0,9.0,179.0,0.0,84.0,0.0,0.0,0.0,0.0,48.0,0.0,391.0,45.0,639.0,29.0,-4.0,59.0,0.2,1.0,72.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,90,269,10.0,2.0,0.0,0.0,348.0,0.0,578.0,5.0,10.0,1361.0,0.0,20.0,3.0,39.0,730.0,0.0,29.0,0.0,283.0,30.0,906.0,48.0,-11.0,83.0,3.2,8.0,80.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,60,269,0.0,0.0,0.0,0.0,4.0,0.0,37.0,0.0,0.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,32.0,0.0,105.0,6.0,-11.0,46.75,-6.0,0.0,42.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,30,269,0.0,0.0,0.0,0.0,507.0,0.0,323.0,0.0,0.0,276.0,0.0,0.0,0.0,0.0,125.0,0.0,21.0,0.0,27.0,0.0,415.0,24.0,-15.0,71.66666666666667,24.0,28.0,70.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
0,60,269,0.0,0.0,0.0,0.0,388.0,0.0,250.0,0.0,0.0,412.0,0.0,230.0,0.0,0.0,99.0,0.0,11.0,0.0,37.0,25.0,411.0,62.0,-18.0,81.5,-5.75,0.0,91.0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,30,268,0.0,6.0,0.0,0.0,390.0,0.0,957.0,0.0,5.0,2330.0,0.0,846.0,0.0,0.0,177.0,0.0,29.0,0.0,71.0,117.0,860.0,102.0,-11.0,96.25,2.75,5.0,98.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,60,268,19.0,0.0,0.0,0.0,6.0,0.0,380.0,0.0,0.0,820.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,111.0,73.0,453.0,33.0,-3.0,73.5,2.5,4.0,88.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,60,268,0.0,0.0,0.0,0.0,20.0,0.0,18.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,17.0,4.0,31.0,9.0,-10.0,74.0,-19.0,-16.0,65.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,120,262,0.0,0.0,13.0,0.0,1205.0,16.0,766.0,0.0,48.0,281.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,0.0,177.0,40.0,983.0,24.0,-25.0,87.0,1.1666666666666667,2.0,70.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,60,261,0.0,0.0,8.0,0.0,217.0,0.0,192.0,0.0,0.0,144.0,0.0,50.0,0.0,0.0,0.0,0.0,68.0,0.0,157.0,14.0,406.0,23.0,-18.0,88.0,-3.6,6.0,86.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,60,268,7.0,0.0,0.0,0.0,110.0,0.0,599.0,0.0,0.0,1649.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,320.0,256.0,561.0,78.0,-10.0,74.25,0.0,0.0,80.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1,30,269,0.0,0.0,0.0,0.0,190.0,0.0,103.0,0.0,4.0,9.0,0.0,0.0,0.0,0.0,444.0,0.0,12.0,0.0,48.0,9.0,238.0,61.0,-18.0,92.16666666666667,-0.16666666666666666,5.0,89.0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,60,262,0.0,0.0,0.0,0.0,15.0,0.0,25.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,16.0,3.0,61.0,5.0,11.0,50.25,-2.5,0.0,80.0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0,30,269,0.0,0.0,0.0,0.0,635.0,0.0,379.0,0.0,1.0,1101.0,0.0,82.0,0.0,0.0,86.0,0.0,8.0,0.0,7.0,54.0,535.0,66.0,-18.0,90.75,1.0,1.0,97.0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,180,240,0.0,0.0,0.0,0.0,204.0,0.0,241.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151.0,0.0,41.0,0.0,109.0,7.0,292.0,22.0,-9.0,86.11111111111111,-3.111111111111111,2.0,90.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,60,240,0.0,0.0,0.0,0.0,83.0,0.0,143.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,104.0,0.0,43.0,0.0,31.0,9.0,217.0,17.0,-9.0,87.11111111111111,2.888888888888889,17.0,77.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1,60,268,8.0,18.0,0.0,0.0,660.0,0.0,818.0,0.0,6.0,2227.0,0.0,112.0,16.0,19.0,80.0,0.0,56.0,0.0,388.0,93.0,1064.0,72.0,-17.0,56.4,-1.4,2.0,66.0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0,30,269,0.0,0.0,0.0,0.0,87.0,0.0,65.0,0.0,0.0,183.0,0.0,0.0,0.0,0.0,58.0,0.0,1.0,0.0,2.0,0.0,107.0,21.0,-2.0,81.33333333333333,1.6666666666666667,3.0,80.0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0,60,240,16.0,7.0,0.0,0.0,450.0,0.0,429.0,0.0,0.0,1250.0,15.0,38.0,19.0,38.0,637.0,0.0,54.0,0.0,284.0,40.0,861.0,80.0,-18.0,81.8,1.8,3.0,84.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,120,261,0.0,0.0,32.0,0.0,294.0,131.0,570.0,0.0,2.0,108.0,0.0,152.0,0.0,0.0,0.0,0.0,46.0,0.0,287.0,9.0,581.0,36.0,-15.0,74.2,13.2,19.0,72.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,150,268,0.0,0.0,0.0,0.0,651.0,0.0,476.0,0.0,13.0,1122.0,0.0,31.0,8.0,1.0,942.0,0.0,82.0,0.0,303.0,23.0,726.0,147.0,-18.0,69.0,0.2,1.0,80.0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,60,240,0.0,0.0,0.0,0.0,220.0,1.0,31.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,34.0,0.0,3.0,0.0,10.0,9.0,112.0,13.0,-9.0,68.2,-1.8,2.0,70.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0,60,241,0.0,0.0,0.0,0.0,632.0,0.0,214.0,0.0,0.0,93.0,0.0,0.0,0.0,0.0,373.0,0.0,37.0,0.0,133.0,9.0,404.0,88.0,-18.0,81.0,-1.3333333333333333,0.0,80.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,60,269,0.0,0.0,0.0,0.0,3.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,0.0,8.0,0.0,15.0,5.0,56.0,32.0,-9.0,87.5,-1.5,0.0,89.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,30,241,0.0,0.0,0.0,0.0,36.0,0.0,28.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,82.0,0.0,3.0,0.0,2.0,0.0,70.0,16.0,6.0,70.5,3.0,4.0,69.0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,120,269,0.0,0.0,0.0,0.0,96.0,0.0,168.0,2.0,0.0,1303.0,0.0,11.0,2.0,11.0,471.0,0.0,22.0,0.0,214.0,7.0,549.0,74.0,6.0,79.0,1.2,2.0,84.0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,120,240,17.0,7.0,0.0,0.0,69.0,0.0,173.0,0.0,0.0,746.0,2.0,6.0,11.0,19.0,233.0,0.0,25.0,0.0,172.0,19.0,415.0,70.0,2.0,68.66666666666667,-3.6666666666666665,0.0,76.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,60,241,0.0,0.0,5.0,0.0,244.0,0.0,212.0,0.0,6.0,51.0,0.0,46.0,0.0,0.0,0.0,0.0,63.0,0.0,123.0,45.0,429.0,13.0,-16.0,64.25,1.5,5.0,67.0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,90,241,0.0,0.0,0.0,1.0,44.0,0.0,78.0,0.0,1.0,166.0,0.0,0.0,6.0,0.0,338.0,0.0,24.0,0.0,83.0,4.0,199.0,91.0,-17.0,78.5,-1.5,2.0,80.0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,60,262,0.0,0.0,0.0,0.0,0.0,1.0,59.0,0.0,0.0,245.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,2.0,67.0,30.0,5.0,67.25,-3.0,1.0,100.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,60,262,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,126.0,0.0,0.0,0.0,0.0,20.0,0.0,9.0,0.0,10.0,2.0,85.0,18.0,4.0,41.75,-9.25,1.0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,60,240,0.0,2.0,0.0,0.0,181.0,5.0,195.0,0.0,0.0,384.0,5.0,0.0,12.0,7.0,498.0,0.0,22.0,0.0,133.0,22.0,396.0,84.0,-9.0,88.0,0.2,2.0,92.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
